search_id,keyword,account_count,rank,merged_rank,account_ranks,note_id,note_table_id,title,type,desc,note_url,video_url,image_list,tag_list,author_id,nickname,last_update_time,liked_count,collected_count,comment_count,share_count,brand_list,spu_list,emotion_dict,evaluation_dict,has_note_detail,has_brand_info,data_crawler_time
345,丰盈蓬松洗发水,1,1,2.6,小红薯momo:2; 我就试试:N/A; 浪浪山的小妖怪:N/A,6699d9e20000000025002207,205.0,Fan Beauty白檀洗护大羊毛！get高颅顶！,video,"油扁塌，干枯毛躁，静电分叉，没事哒！试试黑长直美女发量星人都在用的白檀洗护套组！趁着现在有大羊毛，抓紧薅！
#FanBeauty[话题]#  #洗发水[话题]#  #高颅顶[话题]#  #护发素[话题]#  #白檀香氛蓬蓬丰盈洗发水[话题]#  #发量王者[话题]#",https://www.xiaohongshu.com/explore/6699d9e20000000025002207?xsec_token=ABpnDGH0nyBDktlDGbzOpq-sUuZCQ_cNlMk7fCvNJFJ6Y=&xsec_source=pc_search,http://sns-video-bd.xhscdn.com/spectrum/1040g358315dtfj070q004a5jrnnaq7njl9fpneo,"""http://sns-img-hw.xhscdn.com/spectrum/1040g0k0315dttqa60m004a5jrnnaq7nj1pdtakg!nd_dft_wlteh_jpg_3""","""FanBeauty,洗发水,高颅顶,护发素,白檀香氛蓬蓬丰盈洗发水,发量王者""",5b062ead4eacab12ef6c1ef3,FanBeauty惊喜舍,2024-07-30T13:50:04+00:00,787.0,210.0,12.0,52.0,"[""Fan Beauty""]","""[\""Fan Beauty白檀香氛蓬蓬丰盈洗发水\"",\""护发素\""]""","{""Fan Beauty"": ""正向""}","{""Fan Beauty白檀香氛蓬蓬丰盈洗发水"": [""高颅顶"", ""控油"", ""蓬松""]}",True,True,2025-06-03T14:55:02.396044+00:00
785,丰盈蓬松洗发水,1,2,2.6,小红薯momo:N/A; 我就试试:N/A; 浪浪山的小妖怪:2,66f63433000000001a023f28,647.0,三天不洗头‼️老国货洗发水这么牛啊‼️,normal,"💰20来块800毫升真的巨巨巨平价实惠
姐妹们在家或者宿舍用都很不错！！！
油扁塌直接入！洗完发根直接飞起🛫
三天一洗！！它不香吗？！
洗头的时候可以用指腹揉搓不要用指甲抓头皮
想头发好得先养好头皮！！！
洗完和去理发店洗的感觉差不多！
洗发水是氨基酸的配方，洗起来很温和，缓解熬夜掉发
还特别添加了山茶花提取物，改善保护头皮发质
因为有丁二醇修护所以洗完后发丝还是润润的，吹干后顺滑柔软
洗一次头相当做了一次头发护理！！！
起泡也快，很软很细密的泡沫🫧
追求性价比和控油的姐妹可以考虑
真的多亏了它，三天都不用洗头还香香的🌷
	
#洗发水[话题]# #洗发水推荐[话题]# #控油洗发水[话题]# #洗发水控油蓬松[话题]# #控油蓬松洗发水[话题]# #洗发水控油蓬松推荐[话题]# #洗发水推荐男[话题]# #洗发水去屑止痒控油蓬松[话题]# #洗发水控油蓬松平价学生[话题]# #蓬松洗发水[话题]#",https://www.xiaohongshu.com/explore/66f63433000000001a023f28?xsec_token=ABr9KgmgWNJXLaqGmlYuei6FXeODB3ISdHW4e91NPyXl0=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/1040g008318843m0okc0g5pcjsuv8gtmpe20oeu8!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008318843m0okc105pcjsuv8gtmpmkhtra8!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008318843m0okc1g5pcjsuv8gtmpg3oftc0!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008318843m0okc205pcjsuv8gtmp2ho595o!nd_dft_wlteh_jpg_3""","""洗发水,洗发水推荐,控油洗发水,洗发水控油蓬松,控油蓬松洗发水,洗发水控油蓬松推荐,洗发水推荐男,洗发水去屑止痒控油蓬松,洗发水控油蓬松平价学生,蓬松洗发水""",6593e7be00000000220076d9,香香熊物语,2024-09-27T14:00:50+00:00,166.0,79.0,38.0,10.0,,,,,True,False,2025-06-07T20:34:43.112775+00:00
786,丰盈蓬松洗发水,1,3,3.9,小红薯momo:N/A; 我就试试:N/A; 浪浪山的小妖怪:3,66792305000000001e012363,648.0,好像找到了👀章若楠保持高颅顶的秘密…,video,"是谁在羡慕 @章若楠 头包脸的快乐我不说🙊
现在就跟着小章洗出蓬松高颅顶吧 👀
-
1⃣️ 洗前把头发梳通，便于后续清洁
2⃣️ 挤两泵#offrelax蓬松洗发水 在手心
3⃣️ 在搓出绵密的泡沫后开始洗头（上头清凉舒适）
4⃣️ 洗完及时吹干头发，即可显轻盈
*洗头小知识：不要将洗发露直接贴头皮
如果想更蓬松，可以针对发根继续吹定型
-
夏日出行，跟着 @章若楠 一起
从「头」开始清爽蓬松吧 [派对R]
#章若楠[话题]# #offrelax[话题]# #offrelax洗发水[话题]##蓬松洗发水[话题]# #发量王者[话题]# #蓬松高颅顶[话题]# #洗发水推荐[话题]# #控油蓬松洗发水[话题]# #洗发水[话题]##去油蓬松洗发水[话题]##控油洗发水[话题]#",https://www.xiaohongshu.com/explore/66792305000000001e012363?xsec_token=ABM__rIhIIYjDI9pcnOZOnzu56WdnFi_YToLCdrXP3ZeA=&xsec_source=pc_search,http://sns-video-bd.xhscdn.com/spectrum/1040g358314dvkv16m00g5ngn2fd096i8fhk5fmg,"""http://sns-img-hw.xhscdn.com/spectrum/1040g0k0314dvohhj5q005ngn2fd096i89sdcf1g!nd_dft_wlteh_jpg_3""","""章若楠,offrelax,offrelax洗发水,蓬松洗发水,发量王者,蓬松高颅顶,洗发水推荐,控油蓬松洗发水,洗发水,去油蓬松洗发水,控油洗发水""",5e1713da0000000001009a48,Off&Relax,2024-06-24T15:55:32+00:00,2734.0,1098.0,76.0,218.0,,,,,True,False,2025-06-07T20:34:43.112775+00:00
456,丰盈蓬松洗发水,1,4,3.9,小红薯momo:N/A; 我就试试:3; 浪浪山的小妖怪:N/A,6841018d0000000021001ba0,356.0,细软塌的救星驾到！,normal,"是谁！还在为细软塌发质流泪到天明？🙋‍♀️
油得快、塌得早、毫无蓬松感...说的就是我本人了！每次洗头不到一天头顶扁塌得像被熨斗熨过，发根油腻腻地贴在头皮上...真的栓Q！😭
直到！被我的富婆闺蜜按头安利了LivingProof 丰盈蓬松洗发水!半信半疑试了一次... 真香警告！⚠️
✨ 用完第一次就惊了！
洗完吹干那一刻，整个头顶是那种自然的、空气感的蓬松,不是炸毛！手感超好，发丝又软又滑。第二天睡醒发现头顶依然很蓬松，持久度也很不错。
它这个泡沫超绵密，洗得干净但完全不涩！搭配它家的护发素（强推！），发尾也润润的，不会炸毛！
📌 细软塌姐妹必看Tips：
1️⃣ 重点洗头皮！发尾带过就好。
2️⃣ 吹头发时低头倒吹发根!冷热风交替定型，蓬松度翻倍！
3️⃣ 预算够的，一定要入同系列护发素/发膜，蓬松不炸毛的秘诀！
💰 价格小贵但值得！
讲真，一瓶是不便宜，但想想省下的洗头次数、出门前的造型时间，还有终于不用羡慕别人的高颅顶... 这钱花得值！算下来性价比超高！投资自己，从头开始！👑#细软发质[话题]# #洗发[话题]# #控油蓬松[话题]#",https://www.xiaohongshu.com/explore/6841018d0000000021001ba0?xsec_token=ABM16catNEKsZW9cw3Qx9EEA0oQPkzMrlOVsJE3zRumIg=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/1040g00831ib5lrt77c805o4jq8k083e8k3gp1uo!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g00831ib5lrt77c705o4jq8k083e82n1e02o!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g00831ib5lrt77c7g5o4jq8k083e8684omsg!nd_dft_wlteh_jpg_3""","""细软发质,洗发,控油蓬松""",6093d2280000000001000dc8,鱼丸醋面,2025-06-05T10:33:57+00:00,1.0,0.0,0.0,2.0,,,,,True,False,2025-06-07T19:58:19.093286+00:00
787,丰盈蓬松洗发水,1,5,5.2,小红薯momo:N/A; 我就试试:N/A; 浪浪山的小妖怪:4,67e3830d000000001d0148ac,649.0,夏天头发也能保持蓬松的秘密！告别油扁塌,video,"﻿#头发护理[话题]#﻿ ﻿#油头[话题]#﻿ ﻿#洗发水[话题]#﻿ ﻿#油头洗发水[话题]#﻿ ﻿#蓬松洗发水[话题]#﻿ ﻿#洗发水推荐[话题]#﻿ ﻿#洗护好物[话题]#﻿ ﻿#油扁塌[话题]#﻿ ﻿#洗头[话题]#﻿ ﻿#年糕妈妈[话题]#﻿
﻿@年糕妈妈优选﻿ ﻿@年糕妈妈挑好物﻿ ﻿@年糕妈妈﻿",https://www.xiaohongshu.com/explore/67e3830d000000001d0148ac?xsec_token=ABUVZBrOOpHpc1RjARbjDOnHVDgD3YblYRFqnbJT0fJOM=&xsec_source=pc_search,http://sns-video-bd.xhscdn.com/spectrum/1040g0jg31ffrte44n6005pg51fa1hsajd0c73i8,"""http://sns-img-hw.xhscdn.com/spectrum/1040g0k031ffrvmve5u005pg51fa1hsajcfpnlt0!nd_dft_wlteh_jpg_3""","""头发护理,油头,洗发水,油头洗发水,蓬松洗发水,洗发水推荐,洗护好物,油扁塌,洗头,年糕妈妈""",66050bd4000000000600f153,年糕妈妈生活好物,2025-03-26T12:31:10+00:00,1.0,2.0,9.0,0.0,,,,,True,False,2025-06-07T20:34:43.112775+00:00
458,丰盈蓬松洗发水,1,6,6.5,小红薯momo:N/A; 我就试试:5; 浪浪山的小妖怪:N/A,66a1c33a000000000d00d915,325.0,夏季头发出油软塌不蓬松怎么办？,video,"想要头发蓬松发根坚挺
试试MARO摩隆3D蓬松洗发水
让头发保持一整天有型
再配合摩隆哑光发泥 发泥质感细腻易推开
轻松抓出好看的形状
一整天都能头发蓬松有型，告别扁塌油腻
#男生好物[话题]# #洗护推荐[话题]# #maro3d洗发水[话题]# #maro发泥[话题]# #摩隆洗发水[话题]# #发泥推荐[话题]# #洗护分享[话题]# #洗发水[话题]# #发泥[话题]##发型分享[话题]#",https://www.xiaohongshu.com/explore/66a1c33a000000000d00d915?xsec_token=ABGRr_Y56Kg56ovnmkm7n9VaMOBIDqSH2iOfGWLNkiXaQ=&xsec_source=pc_search,http://sns-video-bd.xhscdn.com/pre_post/1040g2t0315lk5vl91a004a6t6acl34gn2qs69o0,"""http://sns-img-hw.xhscdn.com/1040g2sg315llad9m0u704a6t6acl34gn02vi58o!nd_dft_wlteh_jpg_3""","""男生好物,洗护推荐,maro3d洗发水,maro发泥,摩隆洗发水,发泥推荐,洗护分享,洗发水,发泥,发型分享""",5b3f1951e8ac2b44a8f49217,Top Tt,2024-07-25T11:15:06+00:00,559.0,240.0,19.0,15.0,,,,,True,False,2025-06-07T19:58:19.093286+00:00
788,丰盈蓬松洗发水,1,7,6.5,小红薯momo:N/A; 我就试试:N/A; 浪浪山的小妖怪:5,667535c2000000001c026e44,650.0,20+💰吃油有一套 头发蓬松丰盈感真绝❗️,normal,"😭大油头实在是太惨了！
一天没洗头！就油到不行...
更别说蓬松高颅顶了😠
在控油洗发水上摸爬滚打！
油头姐妹真滴可以试试✨爱兰歌娜洗发水！
	
👍尊嘟很顶！
以前头发动不动就出油...
自从用了它以后！
这些烦恼就统统消失啦✌️
	
🥰成分好用着超安心～
【氨基酸💦】
增强发丝支撑力！
【中草药提取物🍃】
深层清洁头皮 调节水油平衡！
【紫玉兰花提取物🌼】
提高发丝含水量！
	
🌼而且淡淡的花香很好闻！
属于是体验感和效果都拿捏的👌
20+💰就能到手750ml的大容量！
姐妹们一起冲鸭🦆
#人类迷恋夏日的证据[话题]# #洗发水[话题]# #洗发水推荐[话题]# #洗发水测评[话题]# #洗发水分享[话题]# #好用洗发水[话题]# #平价洗发水[话题]# #油头洗发水[话题]# #学生党[话题]# #日常碎片PLOG[话题]#",https://www.xiaohongshu.com/explore/667535c2000000001c026e44?xsec_token=ABOIFG5QhR6R7py302DSuNTClQ4nN5xNK37uLHW-bkTRQ=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/1040g008314a51pq4m2005omhg9cgvsa5hd9nvtg!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008314a51pq562005omhg9cgvsa5tvmhbf8!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008314a51pq5620g5omhg9cgvsa581gdlt8!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008314a51pq562105omhg9cgvsa5dro3l0o!nd_dft_wlteh_jpg_3""","""人类迷恋夏日的证据,洗发水,洗发水推荐,洗发水测评,洗发水分享,好用洗发水,平价洗发水,油头洗发水,学生党,日常碎片PLOG""",62d18259000000000303f145,爱兰歌娜身体清洁,2024-06-21T16:11:47+00:00,3.0,5.0,10.0,1.0,,,,,True,False,2025-06-07T20:34:43.112775+00:00
348,丰盈蓬松洗发水,1,8,6.5,小红薯momo:5; 我就试试:N/A; 浪浪山的小妖怪:N/A,683e841c000000002001c210,208.0,细软塌星人快集合！这款洗发水真的神,normal,"不知道大家有没有和我一样的经历
早上精心洗了头出门没几个小时 头发就开始“塌方”
贴在头皮上 显得脸大又没精神 拍照都不好看
为了拯救这扁塌的头发 我试了好多洗发水
直到遇到了这款爱敬蜂胶洗发水！
我选的是这款强韧红蜂胶
它简直是细软塌发质的“梦中情水”！
一打开瓶盖是那种异国魅力的粉色花香
还带着酸甜甜的覆盆子香气
每次洗头身心都像置身花海 心情超美~
里面有蜂胶、蜂王浆、玫瑰果油和玫瑰水啥的
这几样好东西聚在一起 就像给头发来了一场营养盛宴
用了一段时间 明显感觉头发没那么容易塌了
变得蓬松又丰盈 发根都支棱起来了
整个发量看起来都多了不少！
而且头发如瀑布般垂顺 不再毛毛躁躁啦
它里面的3重蜂胶配方可以由内到外强韧的弹性修护头发改善了我头发无力下垂的老毛病
弹性也越来越好了
现在就算熬夜 压力大头发状态也依旧在线
618快到了 这么宝藏的洗发水必须囤起来！
姐妹们别再犹豫 快冲！
用了它 咱们也能拥有让人羡慕的蓬松氛围感美炸发~
#爱敬科娜洗丝[话题]##爱敬蜂胶洗发水[话题]##618洗发水[话题]##618囤货指南[话题]##烫染修护洗发水[话题]##绸缎发[话题]#",https://www.xiaohongshu.com/explore/683e841c000000002001c210?xsec_token=ABO9akIQqL6c5vwJ2Mrmv8I7bNnyM4jpIHLTaVxa_zTtI=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031i8nqn1278005o23g1u08611s1crc3o!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031i8nqn12780g5o23g1u08611dma4mn8!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031i8nqn1278105o23g1u08611ff08c5g!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031i8nqn12781g5o23g1u08611cvdm620!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031i8nqn1278205o23g1u08611vnf1q5o!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031i8nqn12782g5o23g1u08611haj0j9o!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031i8nqn1278305o23g1u08611itina88!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031i8nqn12783g5o23g1u08611f6ergt8!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031i8nqn1278405o23g1u08611teq76jg!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031i8nqn12784g5o23g1u08611gn52ejo!nd_dft_wlteh_jpg_3""","""爱敬科娜洗丝,爱敬蜂胶洗发水,618洗发水,618囤货指南,烫染修护洗发水,绸缎发""",6043807c0000000001001821,超爱笑的舟舟,2025-06-03T13:11:57+00:00,1.0,0.0,0.0,0.0,"[""爱敬""]","""[\""爱敬蜂胶洗发水\"",\""爱敬科娜洗丝\""]""","{""爱敬"": ""正向""}","{""爱敬蜂胶洗发水"": [""蓬松"", ""丰盈"", ""强韧"", ""修护"", ""持久留香""], ""爱敬科娜洗丝"": [""改善发质"", ""提升发量""]}",True,True,2025-06-03T14:55:02.396044+00:00
789,丰盈蓬松洗发水,1,9,7.8,小红薯momo:N/A; 我就试试:N/A; 浪浪山的小妖怪:6,672192d90000000019015ce9,651.0,细软塌听劝怒囤！！掌管高颅顶的神！！,normal,"作为一个细软塌发质，两天没洗头发就紧贴头皮！
头发丝一绺一绺的贴着脸，本来就脸大显得更大了
大卫尼斯欧艾系列来自意大利的高端沙龙品牌
让你发根能直挺挺立三天不带塌的！！
高颅顶分分钟get！
-
✅大卫尼斯欧艾洗发水
油扁塌的本命洗发水
添加了萝寇油+玫瑰油+向日葵籽油
对抗头皮氧化的同时还能柔顺发丝
乳霜质地，一点点就可以搓出绵密丰富的泡沫
清洁力也很棒，每次洗完以后发丝变得非常柔软
发根都支棱起来了！清爽又蓬松
头包脸的即视感一下子有了～
馥郁的木质香调味道很高级
让人忍不住靠近
-
✅大卫尼斯欧艾发膜
发丝频道烫染受损的一定要试试这个
主打一个深度焕亮发丝，抚平毛躁
头发洗完后，用毛巾吸去多余水分
将发膜抹到头发上停留15min左右
再冲洗掉即可
每次做完一次密集护理就仿佛找了次Tony
丰盈秀发的程度堪比去沙龙护理了
-
✅大卫尼斯欧艾护发精油
每次用吹风机吹完头发总感觉很伤发质
这时候就离不开护发精油的养护了
它的质地轻盈如水，丝滑如油
轻轻抹在头发上就能很好的减少水分蒸发
让头发更顺滑更有光泽感
淡淡的高级木质香味道可以停留两三天
使用感真的赞爆！！
-
头皮油扁塌、发丝干枯星人
即刻体验清爽又顺滑！头皮越来越轻松
发根蓬松又挺立！
-
感谢 @小羊羔崽子 的喜爱和分享❤
#davines大卫尼斯[话题]#  #头皮护理[话题]#  #细软塌头发蓬松秘诀[话题]#  #李佳琦[话题]#  #直播预告[话题]#",https://www.xiaohongshu.com/explore/672192d90000000019015ce9?xsec_token=ABWaCbq5i1jqZcDDHH_d6U8hg-tJjI-Gs_IajTWBcPB_A=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/spectrum/1040g34o319ifbt1c6o0g5o28g5j089f1np0vch8!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/spectrum/1040g34o319ifbtgr6o0g5o28g5j089f1b0vefeg!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/spectrum/1040g0k0319ifbtj6mo005o28g5j089f11topbs8!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/spectrum/1040g0k0319ifbsq3mq005o28g5j089f1ludutm0!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/spectrum/1040g34o319ifbtnmmm7g5o28g5j089f1kv6pgv8!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/spectrum/1040g0k0319ifbsvi6u005o28g5j089f12utooag!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/spectrum/1040g0k0319ifbtls6o005o28g5j089f1buc7v28!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/spectrum/1040g0k0319ifbtpj6s005o28g5j089f1keepgeg!nd_dft_wlteh_jpg_3""","""davines大卫尼斯,头皮护理,细软塌头发蓬松秘诀,李佳琦,直播预告""",6048816600000000010025e1,DAVINES 大卫尼斯,2024-10-30T09:58:50+00:00,185.0,78.0,10.0,18.0,,,,,True,False,2025-06-07T20:34:43.112775+00:00
459,丰盈蓬松洗发水,1,10,7.8,小红薯momo:N/A; 我就试试:6; 浪浪山的小妖怪:N/A,666eed71000000001d01af38,348.0,卡诗 根源特护洗发水,normal,手欠买了卡诗根源特护固发丰盈蓬松洗发水，1000ml超大装，感觉可以用到天荒地老。味道不是很香，起泡也还可以，但不知道能不能固发，期待效果。,https://www.xiaohongshu.com/explore/666eed71000000001d01af38?xsec_token=ABGN2uI01eS0X0FJKju4J8raz7I7fBiEj8qE2vVVe8Vwk=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/1040g2sg31440nb91hkcg4a4mvll1fc8er0tf5c0!nd_dft_wlteh_jpg_3""",,5adaea1711be1028be41b10e,每天有个好心情,2024-06-16T21:49:38+00:00,34.0,5.0,140.0,10.0,,,,,True,False,2025-06-07T19:58:19.093286+00:00
