search_id,keyword,search_account,rank,note_id,note_table_id,title,type,desc,note_url,video_url,image_list,tag_list,author_id,nickname,liked_count,collected_count,comment_count,share_count,brand_list,spu_list,emotion_dict,evaluation_dict,has_note_detail,has_brand_info
344,丰盈蓬松洗发水,小红薯momo,1,670a7afe000000001b03ce1c,204.0,6个！高颅顶洗护！✌︎︎• ◡•蓬松发根美貌加分！,video,"用了一年多的洗护分享！！自用无广！
	
我属于发量比较少的，每次跟着教程做发型总觉得蓬不起来！后面才发现洗发水也很关键啊啊啊啊！
用对洗发水真的很重要！会更好做发型！
先把准备工作做好！等我发高颅顶跟练教程！
	
补充：如果是烫染比较严重，发尾毛燥干燥的姐妹，一定要搭配护发素使用，洗完如果还是干可再在发尾抹精油！（发尾过于干燥会增加摩擦损伤发质）
#护发好物[话题]# #头发蓬松[话题]# #洗护好物[话题]# #洗护[话题]# #爱用物分享[话题]# #洗发水控油蓬松[话题]# #护发心得分享[话题]#",https://www.xiaohongshu.com/explore/670a7afe000000001b03ce1c?xsec_token=ABp8Eq8okxOIPxkU84r6KzriaqJ5k8RtjMt5UA2nqJ94w=&xsec_source=pc_search,http://sns-video-bd.xhscdn.com/pre_post/1040g0cg318rtcgjn0s0049i5tok7nggoq915hoo,"""http://sns-img-hw.xhscdn.com/1040g2sg318rto8vi0q0049i5tok7nggo7ass8eg!nd_dft_wlteh_jpg_3""","""护发好物,头发蓬松,洗护好物,洗护,爱用物分享,洗发水控油蓬松,护发心得分享""",5931e87b82ec39571e8dc218,正义的宝妹,3200.0,1316.0,242.0,91.0,"""[]""","""[]""",,,True,False
345,丰盈蓬松洗发水,小红薯momo,2,6699d9e20000000025002207,205.0,Fan Beauty白檀洗护大羊毛！get高颅顶！,video,"油扁塌，干枯毛躁，静电分叉，没事哒！试试黑长直美女发量星人都在用的白檀洗护套组！趁着现在有大羊毛，抓紧薅！
#FanBeauty[话题]#  #洗发水[话题]#  #高颅顶[话题]#  #护发素[话题]#  #白檀香氛蓬蓬丰盈洗发水[话题]#  #发量王者[话题]#",https://www.xiaohongshu.com/explore/6699d9e20000000025002207?xsec_token=ABpnDGH0nyBDktlDGbzOpq-sUuZCQ_cNlMk7fCvNJFJ6Y=&xsec_source=pc_search,http://sns-video-bd.xhscdn.com/spectrum/1040g358315dtfj070q004a5jrnnaq7njl9fpneo,"""http://sns-img-hw.xhscdn.com/spectrum/1040g0k0315dttqa60m004a5jrnnaq7nj1pdtakg!nd_dft_wlteh_jpg_3""","""FanBeauty,洗发水,高颅顶,护发素,白檀香氛蓬蓬丰盈洗发水,发量王者""",5b062ead4eacab12ef6c1ef3,FanBeauty惊喜舍,787.0,210.0,12.0,52.0,"""[\""Fan Beauty\""]""","""[\""Fan Beauty白檀香氛蓬蓬丰盈洗发水\"",\""护发素\""]""","{""Fan Beauty"": ""正向""}","{""Fan Beauty白檀香氛蓬蓬丰盈洗发水"": [""高颅顶"", ""控油"", ""蓬松""]}",True,True
346,丰盈蓬松洗发水,小红薯momo,3,681c8e860000000022035e22,206.0,包好用包全面！不会出现一瓶难用的洗发水❗️,video,#洗发水分享[话题]# #哪种洗发水好用[话题]# #油头洗发水[话题]# #洗发水测评[话题]# #防脱控油洗发水[话题]# #洗发水控油蓬松[话题]# #细软塌[话题]#,https://www.xiaohongshu.com/explore/681c8e860000000022035e22?xsec_token=ABgC4zhADpTYweL03WjF8WfnlJBM6xpCroyj0HququuFI=&xsec_source=pc_search,http://sns-video-bd.xhscdn.com/pre_post/1040g2t031h7iisv13a005n4fg2q4kat06g287hg,"""http://sns-img-hw.xhscdn.com/1040g00831h7iki1v3a005n4fg2q4kat06d0pfa8!nd_dft_wlteh_jpg_3""","""洗发水分享,哪种洗发水好用,油头洗发水,洗发水测评,防脱控油洗发水,洗发水控油蓬松,细软塌""",5c8f80b40000000012022ba0,卢大牛,3002.0,1865.0,142.0,207.0,"""[]""","""[]""",,,True,False
347,丰盈蓬松洗发水,小红薯momo,4,66a0cf730000000027011417,207.0,我就喜欢又蓬松又香香的洗发水🍋‍🟩分享下,video,"差不多这批洗发水都用完啦
想着丢瓶子前跟大家分享一波！
你们有喜欢的也种草给我呀[两颗心R]
#洗护好物[话题]# #洗发水[话题]# #洗发水测评[话题]# #洗发水分享[话题]# #好用洗发水[话题]#",https://www.xiaohongshu.com/explore/66a0cf730000000027011417?xsec_token=ABs1XpIHvetCoYVT61wBHl_By7eldw2xDNx-7u-oLU9dM=&xsec_source=pc_search,http://sns-video-bd.xhscdn.com/pre_post/1040g2t0315kngopqio704a1dp8qr6ntmi0j4a88,"""http://sns-img-hw.xhscdn.com/1040g008315knh4eqgu004a1dp8qr6ntm70qm1no!nd_dft_wlteh_jpg_3""","""洗护好物,洗发水,洗发水测评,洗发水分享,好用洗发水""",5a8175b34eacab76003f5fb6,Heyviolin,1738.0,950.0,115.0,46.0,"""[]""","""[]""",,,True,False
348,丰盈蓬松洗发水,小红薯momo,5,683e841c000000002001c210,208.0,细软塌星人快集合！这款洗发水真的神,normal,"不知道大家有没有和我一样的经历
早上精心洗了头出门没几个小时 头发就开始“塌方”
贴在头皮上 显得脸大又没精神 拍照都不好看
为了拯救这扁塌的头发 我试了好多洗发水
直到遇到了这款爱敬蜂胶洗发水！
我选的是这款强韧红蜂胶
它简直是细软塌发质的“梦中情水”！
一打开瓶盖是那种异国魅力的粉色花香
还带着酸甜甜的覆盆子香气
每次洗头身心都像置身花海 心情超美~
里面有蜂胶、蜂王浆、玫瑰果油和玫瑰水啥的
这几样好东西聚在一起 就像给头发来了一场营养盛宴
用了一段时间 明显感觉头发没那么容易塌了
变得蓬松又丰盈 发根都支棱起来了
整个发量看起来都多了不少！
而且头发如瀑布般垂顺 不再毛毛躁躁啦
它里面的3重蜂胶配方可以由内到外强韧的弹性修护头发改善了我头发无力下垂的老毛病
弹性也越来越好了
现在就算熬夜 压力大头发状态也依旧在线
618快到了 这么宝藏的洗发水必须囤起来！
姐妹们别再犹豫 快冲！
用了它 咱们也能拥有让人羡慕的蓬松氛围感美炸发~
#爱敬科娜洗丝[话题]##爱敬蜂胶洗发水[话题]##618洗发水[话题]##618囤货指南[话题]##烫染修护洗发水[话题]##绸缎发[话题]#",https://www.xiaohongshu.com/explore/683e841c000000002001c210?xsec_token=ABO9akIQqL6c5vwJ2Mrmv8I7bNnyM4jpIHLTaVxa_zTtI=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031i8nqn1278005o23g1u08611s1crc3o!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031i8nqn12780g5o23g1u08611dma4mn8!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031i8nqn1278105o23g1u08611ff08c5g!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031i8nqn12781g5o23g1u08611cvdm620!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031i8nqn1278205o23g1u08611vnf1q5o!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031i8nqn12782g5o23g1u08611haj0j9o!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031i8nqn1278305o23g1u08611itina88!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031i8nqn12783g5o23g1u08611f6ergt8!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031i8nqn1278405o23g1u08611teq76jg!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031i8nqn12784g5o23g1u08611gn52ejo!nd_dft_wlteh_jpg_3""","""爱敬科娜洗丝,爱敬蜂胶洗发水,618洗发水,618囤货指南,烫染修护洗发水,绸缎发""",6043807c0000000001001821,超爱笑的舟舟,1.0,0.0,0.0,0.0,"""[\""爱敬\""]""","""[\""爱敬蜂胶洗发水\"",\""爱敬科娜洗丝\""]""","{""爱敬"": ""正向""}","{""爱敬蜂胶洗发水"": [""蓬松"", ""丰盈"", ""强韧"", ""修护"", ""持久留香""], ""爱敬科娜洗丝"": [""改善发质"", ""提升发量""]}",True,True
349,丰盈蓬松洗发水,小红薯momo,6,682c4518000000000f03ae3f,209.0,3天不洗也够蓬！油扁塌相见恨晚的洗发水～,video,"不好用来打我（bushi
#洗发水[话题]##洗发水推荐[话题]##发质[话题]##头发[话题]##细软塌[话题]##油头[话题]##这么多年白洗了[话题]##618必囤[话题]##618购物[话题]##空姐分享[话题]##空姐推荐[话题]#",https://www.xiaohongshu.com/explore/682c4518000000000f03ae3f?xsec_token=ABc5o4EfF0MRI_7v97ekSn97SODIwjkzD37H7-aZ_oxXs=&xsec_source=pc_search,http://sns-video-bd.xhscdn.com/pre_post/1040g2t031hpe29jvjie0400ktha0dp7dg1k2m40,"""http://sns-img-hw.xhscdn.com/1040g2sg31hmuvq5iji00400ktha0dp7db00bb4o!nd_dft_wlteh_jpg_3""","""洗发水,洗发水推荐,发质,头发,细软塌,油头,这么多年白洗了,618必囤,618购物,空姐分享,空姐推荐""",546bd406d6e4a934700de4ed,Maggie回家写作业,1053.0,543.0,19.0,30.0,"""[]""","""[]""",,,True,False
350,丰盈蓬松洗发水,小红薯momo,7,98a5e663-fe13-49c7-af9d-084f4bc4c4be#1748933188154,,,,,,,,,,,,,,,,,,,False,False
351,丰盈蓬松洗发水,小红薯momo,8,6708f924000000001902e674,210.0,双十一油扁塌必囤洗护套组！！！,video,#FanBeauty[话题]#  #洗护好物[话题]#  #洗发水推荐[话题]#  #护发素推荐[话题]#  #白檀香氛蓬蓬丰盈洗发水[话题]#  #油扁塌必入蓬松洗发水[话题]#,https://www.xiaohongshu.com/explore/6708f924000000001902e674?xsec_token=ABWZ9iGkqinhLR9da6dAfLvPvyMWQSXRZE-Wyr5XXuy60=&xsec_source=pc_search,http://sns-video-bd.xhscdn.com/spectrum/1040g2f0318qe68a50m004a5jrnnaq7nj8l3khoo,"""http://sns-img-hw.xhscdn.com/spectrum/1040g34o318qekb9r3k0g4a5jrnnaq7nj9nl7oqg!nd_dft_wlteh_jpg_3""","""FanBeauty,洗护好物,洗发水推荐,护发素推荐,白檀香氛蓬蓬丰盈洗发水,油扁塌必入蓬松洗发水""",5b062ead4eacab12ef6c1ef3,FanBeauty惊喜舍,20.0,4.0,0.0,0.0,"""[\""FanBeauty\""]""","""[\""白檀香氛蓬蓬丰盈洗发水\""]""","{""FanBeauty"": ""正向""}","{""白檀香氛蓬蓬丰盈洗发水"": [""控油"", ""蓬松"", ""性价比高""]}",True,True
352,丰盈蓬松洗发水,小红薯momo,9,67049cd2000000001a0220bb,211.0,油扁秃的活爹！用一次回购无数次的洗发水,normal,"身为一个油秃头打工人真的太太太糟心了
熬夜、压力大真的在所难免
头上的头发也不太结实
洗头掉、梳头掉、扎头发还掉
年纪轻轻天天顶着个油秃头
一整个显老又显丑！
姐妹们，头发的日常修护一定要重视起来
头发养好了，颜值翻一翻！！
—
赶紧试试这款EHD生姜洗发水！！
主打的就是一个99%纯度的【生姜】添加
改善头皮环境，舒缓瘙痒异味，滋养发根
还添加有【马齿苋】、【无患子】
控油蓬松，洗一次丰盈蓬松三整天！
—
淡黄色透明啫喱质地
里面是肉眼看的见的生姜颗粒！
味道是一股清爽的柠檬味
泡沫绵密丰富 洗感顺滑不拔干！
坚持用头发牢牢旱在头皮上！！
不用吹都是高颅顶氛围感美女！
油秃头姐妹还不赶紧用起来！
才几十块！再也不用担心漏头皮的尴尬了！！
#EHD生姜洗发水[话题]#  #发质差[话题]#  #油扁塌[话题]#  #好用洗发水[话题]#  #蓬松发根[话题]#  #压力大[话题]#  #强韧头发[话题]#",https://www.xiaohongshu.com/explore/67049cd2000000001a0220bb?xsec_token=ABCZ-bIoqpFqZyxiypUT2cG5X3tr8yBwU5LAirfjejUBs=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/spectrum/1040g34o31ccrt4pv120g5nkdq9f08k2d5bl6ss8!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/spectrum/1040g34o31ccrt5vt120g5nkdq9f08k2dsgphc60!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/spectrum/1040g0k031ccrt5ibh6005nkdq9f08k2d1glp6fo!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/spectrum/1040g0k031ccrt615h6005nkdq9f08k2d6umv6vo!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/spectrum/1040g34o31ccrt5lu0c0g5nkdq9f08k2d6dg0lg0!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/spectrum/1040g34o31ccrt5d3g80g5nkdq9f08k2d9nccj18!nd_dft_wlteh_jpg_3""","""EHD生姜洗发水,发质差,油扁塌,好用洗发水,蓬松发根,压力大,强韧头发""",5e8dd25e000000000100504d,EHD,124.0,64.0,26.0,18.0,"""[\""EHD\""]""","""[\""EHD生姜洗发水\""]""","{""EHD"": ""正向""}","{""EHD生姜洗发水"": [""改善头皮"", ""强韧发根"", ""控油蓬松"", ""性价比高""]}",True,True
353,丰盈蓬松洗发水,小红薯momo,10,67e52c54000000001d007330,212.0,🇲🇾知道蓬松但不知道那么蓬松啊！！爽飞了！,video,#高颅顶必备[话题]# #控油洗发水[话题]##昆黛尔[话题]# #kundal[话题]# #油头洗发水[话题]# #细软塌的秘诀[话题]# #不懂就问有问必答[话题]#,https://www.xiaohongshu.com/explore/67e52c54000000001d007330?xsec_token=ABLg4q94n-2NIzjjESjI3vwQgsuPRXxaFZ6PlpfobCNWg=&xsec_source=pc_search,http://sns-video-bd.xhscdn.com/1040g2so31fhfdcd306705ou63f99ifri4rfcnlg,"""http://sns-img-hw.xhscdn.com/1040g00831fkinijm7q005ou63f99ifri97qpq10!nd_dft_wlteh_jpg_3""","""高颅顶必备,控油洗发水,昆黛尔,kundal,油头洗发水,细软塌的秘诀,不懂就问有问必答""",63c61bd20000000026013f72,小米爱吃饭,519.0,286.0,15.0,50.0,"""[\""昆黛尔\"",\""kundal\""]""","""[\""控油蓬松洗发水\""]""","{""昆黛尔"": ""正向"", ""kundal"": ""正向""}","{""控油蓬松洗发水"": [""高颅顶必备"", ""清爽蓬松"", ""留香持久""]}",True,True
