search_id,keyword,account_count,rank,merged_rank,account_ranks,note_id,note_table_id,title,type,desc,note_url,video_url,image_list,tag_list,author_id,nickname,last_update_time,liked_count,collected_count,comment_count,share_count,brand_list,spu_list,emotion_dict,evaluation_dict,has_note_detail,has_brand_info,data_crawler_time
1006,缕灵,2,1,4.03,小红薯momo:4; 我就试试:N/A; 浪浪山的小妖怪:3,66ad7e4200000000270117bb,7.0,油头姐妹～千万别碰～缕灵洗发水,normal,"#洗发露[话题]# #油头洗发水[话题]# #缕灵洗发水[话题]#
缕灵真的是失望到极点。
本来看大网红潘小姐玩命推说是细软塌有用，增粗发丝。结果简直就是个坑，还不便宜。本人从小细软塌。一听见这个词太感兴趣了，（中间那个油头很冷门连用三瓶。还便宜）为啥缕灵洗发水不好用，我从小细软但是头皮一直很注重健康，我头发油但是从来不痒，这个2-3天不洗就会很痒，从来不会长头屑这个会长。但是确实有蓬松的效果，很难起泡沫，和黑卡#卡诗黑钻洗发水[话题]# 没法比较#日用品分享[话题]# #缕灵洗发水[话题]# #缕灵丰盈蓬松洗护[话题]# 作为一个#油头[话题]# 真的希望同款姐妹不要踩坑啦，风太大，做成这样很失望。",https://www.xiaohongshu.com/explore/66ad7e4200000000270117bb?xsec_token=AB-4muju2j2pYKxPuO0V1LPGck8nrz6IoS34sttfs4SzE=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/1040g00831613t0rf2o0049gdn5ujkimlup5fulg!nd_dft_wlteh_jpg_3""","""洗发露,油头洗发水,缕灵洗发水,卡诗黑钻洗发水,日用品分享,缕灵丰盈蓬松洗护,油头""",5919bd3a6a6a6943496c4ad5,🎀婉🎀,2024-08-03T08:48:02+00:00,13.0,3.0,6.0,1.0,"[""Living Proof"", ""Kérastase""]","""[\""缕灵洗发水\"",\""卡诗黑钻洗发水\"",\""缕灵丰盈蓬松洗护\""]""","{""Living Proof"": ""负向"", ""缕灵洗发水"": ""负向"", ""缕灵丰盈蓬松洗护"": ""负向"", ""Kérastase"": ""正向"", ""卡诗黑钻洗发水"": ""正向""}","{""Living Proof"": [""失望"", ""坑"", ""不好用"", ""痒"", ""长头屑"", ""风太大"", ""失望""], ""缕灵洗发水"": [""失望"", ""坑"", ""不好用"", ""痒"", ""长头屑"", ""风太大"", ""失望""], ""缕灵丰盈蓬松洗护"": [""失望"", ""坑"", ""不好用"", ""痒"", ""长头屑"", ""风太大"", ""失望""], ""Kérastase"": [""没法比较""], ""卡诗黑钻洗发水"": [""没法比较""]}",True,True,2025-06-07T20:52:35.022939+00:00
1004,缕灵,3,2,4.33,小红薯momo:9; 我就试试:3; 浪浪山的小妖怪:1,68304ce3000000002002a58f,11.0,扒第3/100款洗发水需求文档解密“陷阱”,normal,"#行之有晓[话题]#
缕*L这款洗发水是他们品牌大单品了
品牌口碑也是蛮不错的
	
包装看着平平无奇
在想为啥它能卖200块一瓶洗发水
品牌全线都是无硅油配方
试用之后 和某些国货无硅油真是有差异的
洗感上没有干的完全搓不开头发
惊喜的是冲水后的轻松感
	
没有因为无硅油找代替成分达到顺滑感（比如聚季铵盐-10）
而且在配方设计上面
不是以强清洁强控油为核心
搭配了多糖植物控油成分
考虑到去脂过程中的水分保湿
	
用下来两次洗感确实不错
长期使用可能会头皮健康吧
em有待测试考察
#缕灵洗发水[话题]# #缕灵[话题]# #洗发水测评[话题]#",https://www.xiaohongshu.com/explore/68304ce3000000002002a58f?xsec_token=ABJW56OqCz74Lv41MHgfdw__w-J197T-lnxl64K_5cueU=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031hqr8smvjq304a4k7s1f7n5tr784ong!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031hqr8smvjq3g4a4k7s1f7n5trkuvm5o!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031hqr8smvjq404a4k7s1f7n5tqh6k6r8!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031hqr8smvjq4g4a4k7s1f7n5tgq30gco!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031hqr8smvjq504a4k7s1f7n5tc42nv70!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031hqr8smvjq5g4a4k7s1f7n5tgq3849g!nd_dft_wlteh_jpg_3""","""行之有晓,缕灵洗发水,缕灵,洗发水测评""",5ad682f311be101be24edcbd,开妆镜也,2025-05-23T18:24:36+00:00,14.0,5.0,4.0,1.0,"[""Living Proof""]","""[\""Living Proof缕灵洗发水\""]""","{""Living Proof"": ""正向""}","{""Living Proof"": [""无硅油配方"", ""冲水轻松""]}",True,True,2025-06-07T20:52:35.022939+00:00
675,缕灵,2,3,4.6,小红薯momo:N/A; 我就试试:2; 浪浪山的小妖怪:6,683aa08f00000000210002f9,552.0,油头一定会爱上的洗发水！简直是灵魂spa！,normal,"洗头洗的根本不是干净，是那种头皮会呼吸的爽感！是发根炸毛的蓬松感！是吹完头发发量翻倍的氛围感！还有...被高级香腌入味的治愈感啊啊啊！
	
缕灵蓬松洗发水，真的给我拿捏住了！！
肽填充科技+ 尾穗苋籽提取物的组合，绝了！
一泵下去，泡沫绵密得像云朵钻进发缝！那个味道！舒服的高级沙龙香混合着清爽的果木香，太治愈啦！
浴室瞬间变成高级SPA现场！深吸一口，烦躁直接拜拜👋🏻做梦都是香的！🌲💤
	
洗完的蓬松度...我真的跪了！
颅顶直接平地起高楼！不是那种干涩的炸毛，是空气感十足的蓬松！发根duang duang的，感觉风都能穿过去！
	
一缕灵光，蓬松到顶！
油头扁塌、细软塌的姐妹，信我！冲这一套！洗感、蓬松度、香味治愈感三重暴击，直接给你头发的春天！！
	
而且现在618活动！2折！！！性价比超高！
	
#香香的洗发水[话题]##洗发水[话题]##十大公认最好的洗发水[话题]##控油蓬松[话题]# #女生洗发水[话题]##大油头洗发水[话题]# #livingproof洗发水[话题]# #Livingproof缕灵[话题]# #缕灵丰盈蓬松洗发水[话题]# #细软塌救星[话题]#",https://www.xiaohongshu.com/explore/683aa08f00000000210002f9?xsec_token=ABLR7BhAbiCES_Hmf1oIe_o5yNgBa32OjLeaxV5yTl2og=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/1040g00831i4tppg9ne6g5ojp1jj5at2vmtlch70!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g00831i4tppg9ne4g5ojp1jj5at2vpj3n2eg!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g00831i4tppg9ne505ojp1jj5at2v3qnjiso!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g00831i4tppg9ne5g5ojp1jj5at2v4tcm8n0!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g00831i4tppg9ne605ojp1jj5at2vanjkdno!nd_dft_wlteh_jpg_3""","""香香的洗发水,洗发水,十大公认最好的洗发水,控油蓬松,女生洗发水,大油头洗发水,livingproof洗发水,Livingproof缕灵,缕灵丰盈蓬松洗发水,细软塌救星""",62790ce6000000001501745f,bellaaaa,2025-05-31T14:24:16+00:00,3.0,0.0,1.0,0.0,,,,,True,False,2025-06-07T20:18:36.762238+00:00
677,缕灵,2,4,4.6,小红薯momo:N/A; 我就试试:4; 浪浪山的小妖怪:4,68216c15000000000303c4eb,454.0,大家都抢到了吗？livingproof骨折跳水！,normal,"这一批历史低💰给宝子们发！
嘴皮子都磨破了才砍下来的
夏季也到了 为油扁塌专研的洗发水
控油蓬松用了都说好！
保税仓发🛒链路齐全有保障～
#缕灵洗发水[话题]# #livingproof[话题]# #油扁塌洗发水推荐[话题]# #控油蓬松[话题]# #寻美记[话题]# #油头洗发水推荐[话题]# #丰盈蓬松洗发水[话题]# #氨基酸洗发水[话题]# #洗发水蓬松[话题]# #洗发水清仓捡漏[话题]#",https://www.xiaohongshu.com/explore/68216c15000000000303c4eb?xsec_token=ABC4aA3WeshVmiL2sW2jbYQX3HqOnWLvYYhtZ4ShN7cns=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/1040g2sg31hcaje4c3q605on8mmllbbke222v0i8!nd_dft_wlteh_jpg_3""","""缕灵洗发水,livingproof,油扁塌洗发水推荐,控油蓬松,寻美记,油头洗发水推荐,丰盈蓬松洗发水,氨基酸洗发水,洗发水蓬松,洗发水清仓捡漏""",62e8b5ab000000001501ae8e,小甜蜜丸子,2025-05-12T11:33:41+00:00,16.0,6.0,1.0,5.0,,,,,True,False,2025-06-07T20:18:36.762238+00:00
125,缕灵,3,5,5.0,小红薯momo:2; 我就试试:11; 浪浪山的小妖怪:2,68131640000000000d01467e,5.0,🛒缕灵2折大羊毛！！细软塌的神！,normal,"🇺🇸高端小众洗发水livingproof
专为细软塌和油头设计
蓬蓬肽黑科技护发 秒get轻盈高颅顶！
	
外观设计：简约而不失高雅，瓶身设计时尚大方，手感舒适，易于抓握。按压开盖设计，控制用量不易漏。
	
功能特点：氨基酸表活，能够深层清洁头皮，有效去油止痒，同时补充发丝所需营养，让头发丰盈蓬松。
质地轻盈，易于起泡，泡沫丰富细腻，能深入发根清洁。
	
使用体验：使用后头发清爽度大大提升，维持时间长，控油蓬松效果显著，持续48小时不是问题，且不刺激头皮。尤其对于细软塌大油头来说，真的值得一试。
	
清仓[购物车R]2折，79就能把正装带回家，囤货装性价比更高，全家都能一起用！
	
#livingproof洗发水[话题]# #livingproof[话题]##控油洗发水[话题]##蓬松洗发水[话题]##护发洗发水[话题]# #细软塌必备[话题]# #看得见的肽蓬松力[话题]# #洗发水清仓捡漏[话题]# #进口洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]#",https://www.xiaohongshu.com/explore/68131640000000000d01467e?xsec_token=ABPlBA1cLpzvg__1MmwEcYeJamr_p31i0wCq0TCd7X9yE=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/1040g00831guae6qjjs6g5on8mmllbbke9qaokfo!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g00831guae6qjjs4g5on8mmllbbkekgv9560!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g00831guae6qjjs505on8mmllbbkeg15q6a0!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g00831guae6qjjs605on8mmllbbke29aebh0!nd_dft_wlteh_jpg_3""","""livingproof洗发水,livingproof,控油洗发水,蓬松洗发水,护发洗发水,细软塌必备,看得见的肽蓬松力,洗发水清仓捡漏,进口洗发水,缕灵丰盈蓬松洗发水""",62e8b5ab000000001501ae8e,小甜蜜丸子,2025-05-01T14:35:44+00:00,5.0,3.0,1.0,2.0,"[""Living Proof""]","""[\""缕灵丰盈蓬松洗发水\""]""","{""Living Proof"": ""正向"", ""缕灵丰盈蓬松洗发水"": ""正向""}","{""Living Proof"": [""高端小众"", ""细软塌的神"", ""蓬蓬肽黑科技"", ""秒get轻盈高颅顶"", ""简约而不失高雅"", ""时尚大方"", ""手感舒适"", ""易于抓握"", ""控制用量不易漏"", ""深层清洁头皮"", ""有效去油止痒"", ""补充发丝所需营养"", ""丰盈蓬松"", ""质地轻盈"", ""易于起泡"", ""泡沫丰富细腻"", ""深入发根清洁"", ""清爽度大大提升"", ""维持时间长"", ""控油蓬松效果显著"", ""持续48小时"", ""不刺激头皮"", ""值得一试"", ""性价比更高""], ""缕灵丰盈蓬松洗发水"": [""细软塌的神"", ""蓬蓬肽黑科技"", ""秒get轻盈高颅顶"", ""简约而不失高雅"", ""时尚大方"", ""手感舒适"", ""易于抓握"", ""控制用量不易漏"", ""深层清洁头皮"", ""有效去油止痒"", ""补充发丝所需营养"", ""丰盈蓬松"", ""质地轻盈"", ""易于起泡"", ""泡沫丰富细腻"", ""深入发根清洁"", ""清爽度大大提升"", ""维持时间长"", ""控油蓬松效果显著"", ""持续48小时"", ""不刺激头皮"", ""值得一试"", ""性价比更高""]}",True,True,2025-05-30T00:22:23.59066+00:00
128,缕灵,1,6,6.5,小红薯momo:5; 我就试试:N/A; 浪浪山的小妖怪:N/A,67c06a5800000000290302d1,8.0,我要疯狂安利这个免洗头喷雾！,normal,"Livingproof缕灵免洗干发喷雾
真的好用！！！
我三四天没洗头了 喷完非常干爽蓬松！而且没有白白的粉末！
不是广啊！我自己无意间买的百货新年盲盒里的 意外的好好用啊！早八人又可以不用早起洗头延长一天了！[doge]
	
#免洗喷雾[话题]# #干发喷雾[话题]# #干发喷雾[话题]# #控油蓬松[话题]#",https://www.xiaohongshu.com/explore/67c06a5800000000290302d1?xsec_token=ABFzU5POmQxFWkg-ZaBkjnGBPNE4TuwqiBj7UctSvslVs=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/1040g00831edj77ku100042mn05m59rbvraprfr8!nd_dft_wlteh_jpg_3""","""免洗喷雾,干发喷雾,控油蓬松""",564f6c54e58d1376b466ed7f,小糖豆子,2025-02-27T21:36:25+00:00,6.0,1.0,6.0,0.0,"[""Living Proof""]","""[\""Livingproof缕灵免洗干发喷雾\""]""","{""Living Proof"": ""正向"", ""Livingproof缕灵免洗干发喷雾"": ""正向""}","{""Living Proof"": [""好用"", ""干爽"", ""蓬松"", ""没有白白的粉末"", ""意外的好好用""], ""Livingproof缕灵免洗干发喷雾"": [""好用"", ""干爽"", ""蓬松"", ""没有白白的粉末"", ""意外的好好用""]}",True,True,2025-05-30T00:22:23.59066+00:00
678,缕灵,1,7,6.5,小红薯momo:N/A; 我就试试:5; 浪浪山的小妖怪:N/A,684183a800000000220251d1,555.0,救命！油头塌星人有救了！,normal,"以前我头发洗完半天就塌，贴头皮显脸大，还总闷痘。
闺蜜塞给我缕灵头皮精华时，我都想翻白眼。
结果一试直接真香！
预洗按摩时凉凉的超舒服，洗完吹干头发像自带蓬蓬贴，发根支棱到飞起！第二天摸头皮都不油，到第三天还能扎高马尾。
用了俩月，现在随便甩头都蓬松，终于get到高颅顶的快乐，油头姐妹快冲！#油头[话题]# #高颅顶[话题]##缕灵[话题]##缕灵头部精华[话题]#",https://www.xiaohongshu.com/explore/684183a800000000220251d1?xsec_token=ABM16catNEKsZW9cw3Qx9EEGuQZAbguNrLI8mRzBpRerE=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031ibgphoega5g5phglf0gu5vedjb02h0!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031ibgphoega2g5phglf0gu5veogq7hs8!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031ibgphoega305phglf0gu5venrcjc60!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031ibgphoega505phglf0gu5veu2u2jhg!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k031ibgphoega3g5phglf0gu5veega7lqo!nd_dft_wlteh_jpg_3""","""油头,高颅顶,缕灵,缕灵头部精华""",6630abc100000000030317ee,咕噜咕,2025-06-05T19:46:48+00:00,10.0,1.0,0.0,0.0,,,,,True,False,2025-06-07T20:18:36.762238+00:00
681,缕灵,1,8,10.4,小红薯momo:N/A; 我就试试:8; 浪浪山的小妖怪:N/A,683f071f000000002102d5ff,483.0,爱出汗的发量王者如何过夏天？,normal,"我真的太不喜欢初夏这个闷热天气了，昨天晚上洗了头，早上起床的时候后脑勺就湿透了，出完汗的头发出油速度简直了。总结几个夏天洗头方法：
【头皮预洗】我会用到缕灵的预洗头皮护理液，容易脏的头顶和爱出汗的后脑勺部分一定要按摩带到，静待5分钟再洗掉。
【洗发】洗发水尽量多搓一点泡沫，多搓2分钟，不要抹上泡沫就冲掉了，揉搓到全部头皮，这样头发能油的慢点。沙发人士一定要用护发素，不要带到头皮，容易过敏。最近在用的这套缕灵很适合夏天，洗后颅顶非常蓬松。
【吹干】用毛巾尽可能擦干头发再吹风，有看到过干发巾包头包久了会油得更快的说法，先吹后脑勺的头皮部分，可以吹干得更快，夏天吹热风真的要热惨。
【洗后护理】我会在吹干的过程中停下来在发尾摸一点护发精油，这款卡诗紫瓶很适合沙发，不过细软塌就要慎用了，容易吹不干。吹干头发后，我会在头顶喷一点馥绿德雅的头皮精华液，里面应该有薄荷，凉凉的夏天用很舒服。
#livingproof[话题]# #缕灵[话题]# #缕灵洗发水[话题]# #爱出油的头发[话题]# #蓬松洗发水[话题]# #控油蓬松[话题]# #睡一觉头发就油了[话题]#",https://www.xiaohongshu.com/explore/683f071f000000002102d5ff?xsec_token=ABgWoLliso_VxiFBwBCoSPHoiUa1nXZfPubHRQcKZUjf4=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k831i970gr578gg4a4f0j45oodoti8uao8!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k831i970gr578h04a4f0j45oodob8cchh0!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k831i970gr578hg4a4f0j45oodosl5hi1o!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k831i970gr578i04a4f0j45oodo5chb870!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/notes_pre_post/1040g3k831i970gr578ig4a4f0j45oodoj3aldk8!nd_dft_wlteh_jpg_3""","""livingproof,缕灵,缕灵洗发水,爱出油的头发,蓬松洗发水,控油蓬松,睡一觉头发就油了""",5ace085c11be1038fa8861b8,LSC,2025-06-03T22:30:55+00:00,7.0,1.0,5.0,5.0,,,,,True,False,2025-06-07T20:18:36.762238+00:00
1008,缕灵,2,9,10.93,小红薯momo:N/A; 我就试试:14; 浪浪山的小妖怪:5,6808c35c000000001d023633,497.0,任何人没试过缕灵我都会伤心💔的,normal,"MIT研发的洗发水2折清仓！
油头/毛躁党速冲！
油扁塌的痛我太懂了😭
早上洗头下午就油成条形码
但！今天这波清仓必须按头安利！
Living Proof官网2折大漏！
正装洗发水79带走！
效期还有好几个月用完足够了
原本255！这价格错过真的要哭晕惹！
---
🔥 油塌星人闭眼入👉丰盈蓬松款
添加专研蓬蓬肽，细软塌也能拥有高颅顶！
🔥 炸毛暗哑救星👉每日圆满款
黑科技顺滑防护膜，喂饱干枯发重焕光泽！
---
美国高端小众黑科技洗护
都是无硅油氨基酸配方
min头也放心入手！
	
#看得见的肽蓬松力[话题]# #控油蓬松[话题]# #护发如护肤[话题]# #livingproof洗发水[话题]# #livingproof[话题]# #缕灵洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #缕灵每日圆满洗护[话题]# #洗发水清仓捡漏[话题]# #细软塌洗发水推荐[话题]#",https://www.xiaohongshu.com/explore/6808c35c000000001d023633?xsec_token=ABUqEyatBfHcEoiu_lbguLkKjFxfy8sLzKGscBY_M5aos=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/1040g2sg31gk7u5i13sk05ojp1jj5at2vvr8a4oo!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g2sg31gk7u5i13sjg5ojp1jj5at2vvmbc0to!nd_dft_wlteh_jpg_3""","""看得见的肽蓬松力,控油蓬松,护发如护肤,livingproof洗发水,livingproof,缕灵洗发水,缕灵丰盈蓬松洗发水,缕灵每日圆满洗护,洗发水清仓捡漏,细软塌洗发水推荐""",62790ce6000000001501745f,bellaaaa,2025-04-23T18:39:24+00:00,6.0,0.0,1.0,0.0,,,,,True,False,2025-06-07T20:52:35.022939+00:00
682,缕灵,2,10,12.65,小红薯momo:N/A; 我就试试:9; 浪浪山的小妖怪:13,68020165000000000903a604,451.0,试过控油蓬松最🐮的❗️真不是一般能比的,video,"小众高端洗发水livingproof大跳水啦！
快来捡漏‼️
建议宝子们先去比比日常💰
这个机制真的可遇不可求啊！嘴皮子都讲破了！
	
油扁塌一定要试试这瓶丧心病狂式吃油蓬松机器❗️
氨基酸表活 黑科技清洁护发
直接让我改“头”换面了！
添加了专研蓬蓬肽和蠕虫叉红藻提取物
能够进入发芯丰盈
真正48h控油蓬松不扁塌‼️
	
#控油蓬松[话题]# #洗发水控油蓬松[话题]# #看得见的肽蓬松力[话题]# #livingproof洗发水[话题]# #缕灵科技护发[话题]# #llivingproof[话题]# #大牌洗发水清仓[话题]# #控油洗发水推荐[话题]# #洗发水成分安全[话题]# #平价洗发水[话题]#",https://www.xiaohongshu.com/explore/68020165000000000903a604?xsec_token=ABwG2jwxlfTObRjKUIhowNWePMgAethnfQankdAANGUg8=&xsec_source=pc_search,http://sns-video-bd.xhscdn.com/1040g2so31gdk5t5b3oe05on8mmllbbkes3kiuuo,"""http://sns-img-hw.xhscdn.com/1040g2sg31gdk5t5cju6g5on8mmllbbkecchbnd0!nd_dft_wlteh_jpg_3""","""控油蓬松,洗发水控油蓬松,看得见的肽蓬松力,livingproof洗发水,缕灵科技护发,llivingproof,大牌洗发水清仓,控油洗发水推荐,洗发水成分安全,平价洗发水""",62e8b5ab000000001501ae8e,小甜蜜丸子,2025-04-18T15:38:13+00:00,1.0,0.0,1.0,0.0,,,,,True,False,2025-06-07T20:18:36.762238+00:00
